Item,Data Element,Type,Max Length,Format,Description,Definition,File,Min_Date,Max_Date,Record_Type,pandas_dtype,polars_dtype
8,Maturity Date,Numeric,8,YYYYMMDD,,"The date on which the final payment for the Security is
scheduled to be paid.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
9,Original Aggregate Amount,Numeric,16,13.2,,"The aggregate principal amount (UPB at issuance) of the loans in
the pool at pool issuance.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
10,Remaining Security RPB,Numeric,16,13.2,,The Remaining Principal Balance of the Security as of the end of the Reporting Period; (based on a computation of scheduled principal).,platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
11,RPB Factor,Numeric,10,1.8,,"The decimal value of the Security’s Remaining Principal Balance
divided by the Original Aggregate Amount. The factor is 1 at
issuance, and zero in the period of final payment.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
12,Issuer Number,Numeric,4,,,"The Issuer number in the Platinum Pool. Value will be “9999” for
all pools.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
13,Issuer Name,Character,40,,,"The Issuer name in the Platinum Pool. Value will be “Multiple
Issuers” for all pools.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
14,Pool UPB,Numeric,16,13.2,,"The sum of the Loan UPBs in the pool. This is the aggregate of
the actual UPB balances of the loans in the pool.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
15,Average Original Loan Size (AOLS) - Weighted,Numeric,16,13.2,,"Original Loan Size (original principal amount of the loan) for the
loans in the pool. This is a weighted average of the underlying
pools’ Average Original Loan Size (AOLS).",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
16,WA Original Loan Size,Numeric,16,13.2,,"Weighted Average of the Original Loan Size (principal amount of
the loan) of the loans in the pool. This is a weighted average of
the underlying pools’ Weighted Average Original Loan Size
(WAOLS).",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
17,WA Interest Rate (WAC),Numeric,6,2.3,,"Weighted Average Interest Rate (Coupon) of loans in the pool.
This is the gross WA Interest Rate (not the Security Rate).",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
18,WA Remaining Months to Maturity (WARM),Numeric,3,,,"Weighted Average Remaining Maturity (remaining months to pay
off the loans) for the loans in the pool.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
19,WA Loan Age (WALA),Numeric,3,,,"Weighted Average Loan Age (age of loans in months from the
first scheduled payment date) for the loans in the pool.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
20,WA Original Loan Term (WAOLT),Numeric,3,,,"Weighted Average Original Loan Term (original term of loans in
months) for the loans in the pool.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
21,WA Gross Margin (WAGM),Numeric,6,2.3,,"For ARM pools, the Weighted Average Gross Margin for the loans
in the pool. For an adjustable rate loan, the Gross Margin is the
amount added to the ARM index for the loan to determine the
loan’s interest rate.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
22,WA Loan to Value (LTV),Numeric,3,,,"Weighted Average Loan-to-Value of the original LTV for the loans
in the pool.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
23,WA Combined Loan to Value (CLTV),Numeric,3,Col4,,Weighted Average Combined Loan-to-Value of the original CLTV for the loans in the pool.,platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
24,WA Credit Score,Numeric,3,,,"The Weighted Average of the original three-digit credit score for
the loan which was used by the lender in the origination of the
loan.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
25,WA Debt to Income,Numeric,5,1.3,,"The Weighted Average of the debt to income for the loan which
was used by the lender in the origination of the loan.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
26,WA Pre-Modified LAD,Numeric,3,,,"The Weighted Average of the difference in months between the
original (Pre-Modified) first scheduled installment date and the
modified first scheduled installment date, where a loan has been
modified and re-amortized.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
27,WA Pre-Modified OPB,Numeric,16,13.2,,"The Weighted Average value for modified loans of the original
loan size (Pre-Modified OPB) before loan modification.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
28,WA Interest Rate (WAC) at Issuance,Numeric,6,2.3,,"Weighted Average Interest Rate (Coupon) of all loans in the pool
at issuance. Point Forward field populated for new pools issued
after implementation date of Platinum v2.0.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
29,WA Remaining Months to Maturity (WARM) at Issuance,Numeric,3,,,"Weighted Average Remaining Maturity of all loans in the pool at
issuance. Point Forward field populated for new pools issued
after implementation date of Platinum v2.0.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
30,WA Loan Age (WALA) at Issuance,Numeric,3,,,"Weighted Average Loan Age (age of loan in months) of all loans
in the pool at issuance. Point Forward field populated for new
pools issued after implementation date of Platinum v2.0.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
31,WA Original Loan Term (WAOLT) at Issuance,Numeric,3,,,"Weighted Average Original Loan Term (original length of loan in
months) for all loans in the pool at issuance. Point Forward field
populated for new pools issued after implementation date of
Platinum v2.0.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,PS,,
1,Record Type = TP,Character,2,,,File Trailer Record,platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,TP,,
2,Reporting Period,Numeric,6,YYYYMM,,The monthly reporting period for the data in the file.,platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,TP,,
3,File Create Date,Date,8,YYYYMMDD,,The date that the file is produced.,platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,TP,,
4,Detail Record Count,Numeric,8,,,"Control total of the total number of records with Record Type =
“PS” in the file.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,TP,,
1,Record Type = HS,Character,2,,,File Header Record,platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,HS,,
2,Reporting Period,Numeric,6,YYYYMM,,The monthly reporting period for the data in the file.,platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,HS,,
3,Create Date,Date,8,YYYYMMDD,,The date that the file is produced.,platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,HS,,
1,Record Type = 01,Character,2,,,"ARM Pool Detail record, for Platinum WAC ARM pools only",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
2,CUSIP,Character,9,,,"The unique identification number permanently assigned by
the Committee on Uniform Securities Identification
Procedures (CUSIP).",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
3,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
4,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Values are C or M.,platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
5,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing of
pool types.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
6,Index Type,Character,5,,,"The type of ARM index being used for the ARM loan. Values
are:
CMT = Constant Maturity Treasury
LIBOR = London Interbank Offered Rate",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
7,Interest Rate Look Back Period,Numeric,2,,,"The two-digit code for the number of days used to establish a
specific point in time for the particular ARM Index that will be
used to determine the interest rate change. (Used in
conjunction with the published index tables. See Ginnie Mae
MBS Guide Chapter 26). Values are:
01 = 30-day look back
02 = 45-day look back
03 = Combination of 30-day and 45-day look back periods",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
8,Interest Rate Adjustment Frequency,Character,2,,,"The nominal adjustment frequency of the collateral pools
underlying the WAC ARM Platinum Pool. Is based on the
Platinum WAC ARM pool type, which will reflect the nominal
adjustment frequency of the collateral pools. For example,
for a WC pool type, where all of the collateral pools are 5-
year hybrid ARMs, then a value of “05” will be disclosed",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
9,Weighted Average Mortgage Margin,Numeric,6,2.3,,"Weighted Average of the Mortgage Margins of the collateral
pools in the Platinum pool weighted by (the Pool RPB
multiplied by the “percentage” in the pool).",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
10,Weighted Average Security Margin,Numeric,5,1.3,,Weighted Average of the Security Margins of the collateral pools in the Platinum pool weighted by (the Pool RPB multiplied by the “percentage” in the pool).,platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
11,Maximum Security Margin,Numeric,5,1.3,,"The Maximum Security Margin of the collateral pools in the
Platinum pool.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
12,Minimum Security Margin,Numeric,5,1.3,,"The Minimum Security Margin of the collateral pools in the
Platinum pool.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
13,Maximum Pool Rate,Numeric,6,2.3,,"The Maximum Pool Rate of the collateral pools in the
Platinum pool. This is the gross rate.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
14,Minimum Pool Rate,Numeric,6,2.3,,"The Minimum Pool Rate of the collateral pools in the
Platinum pool. This is the gross rate.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
15,Maximum Security Rate,Numeric,6,2.3,,"The Maximum Security Rate of the pools in the Platinum
pool. This is the net rate, ie. the security rate.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
16,Minimum Security Rate,Numeric,6,2.3,,"The Minimum Security Rate of the pools in the Platinum pool.
This is the net rate, ie. the security rate.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
17,Weighted Average Lifetime Interest Rate Ceiling,Numeric,6,2.3,,"Weighted Average of the Lifetime Interest Rate Ceilings for
the collateral pools in the Platinum pool weighted by (the
Pool RPB multiplied by the “percentage” in the pool).",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
18,Maximum Lifetime Interest Rate Ceiling,Numeric,6,2.3,,"The maximum Lifetime Interest Rate Ceiling of the pools in
the Platinum pool.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
19,Minimum Lifetime Interest Rate Ceiling,Numeric,6,2.3,,"The minimum Lifetime Interest Rate Ceiling of the pools in
the Platinum pool.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
20,Weighted Average Next Interest Rate Ceiling,Numeric,6,2.3,,"Weighted Average of the Next Interest Rate Ceilings for the
collateral pools in the Platinum pool weighted by (the Pool
RPB multiplied by the “percentage” in the pool). The Next
Interest Rate Ceiling is the ceiling associated with the initial
period or the subsequent period as applicable to the
collateral pools.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
21,Maximum Lifetime Next Interest Rate Ceiling,Numeric,6,2.3,,"The maximum Next Interest Rate Ceiling of the pools in the
Platinum pool.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
22,Minimum Lifetime Next Interest Rate Ceiling,Numeric,6,2.3,,"The minimum Next Interest Rate Ceiling of the pools in the
Platinum pool.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
23,Weighted Average Lifetime Interest Rate Floor,Numeric,6,2.3,,Weighted Average of the Lifetime Interest Rate Floors for the collateral pools in the Platinum pool weighted by (the Pool RPB multiplied by the “percentage” in the pool).,platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
24,Maximum Lifetime Interest Rate Floor,Numeric,6,2.3,,"The maximum Lifetime Interest Rate Floor of the pools in the
Platinum pool.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
25,Minimum Lifetime Interest Rate Floor,Numeric,6,2.3,,"The minimum Lifetime Interest Rate Floor of the pools in the
Platinum pool.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
26,Minimum Adjustment Date (Collateral),Date,8,YYYYMMDD,,"The next interest rate adjustment date that is nearest to the
present date (the Disclosure As-Of Date) of all the collateral
pools.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
27,Weighted Average Months to Next Interest Rate Adjustment,Numeric,3,,,"Weighted Average of the Months to Next Adjustment, of the
collateral pools in the Platinum pool weighted by (the Pool
RPB multiplied by the “percentage” in the pool).",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
28,Weighted Average of Months to Maturity,Numeric,3,,,"Weighted Average of the Months to Maturity Date for the
collateral pools in the Platinum pool weighted by (the Pool
RPB multiplied by the “percentage” in the pool). The number
of months for each collateral pool is based on the Maturity
Date (Last Payment Date) of the respective pools.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
29,Maximum Maturity in Months,Numeric,3,,,"The Maximum Maturity in Months of the collateral pools in
the Platinum pool, based on the Maturity Date (Last Payment
Date) of the pools.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
30,Minimum Maturity in Months,Numeric,3,,,"The Minimum Maturity in Months of the collateral pools in
the Platinum pool, based on the Maturity Date (Last Payment
Date) of the pools.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
31,Maximum Adjustment Date,Date,8,YYYYMMDD,,"The next interest rate adjustment date that is furthest from
the present date (the Disclosure As-Of Date) of the collateral
pools. This date is initially calculated at issuance and
recalculated monthly. This field indicates when the last
collateral pool starts adjusting annually. This field will be
blank for all annually-adjusting Platinum ARM Pools.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,01,,
1,Record Type = 02,Character,2,,,"Issuer-Level Pool Detail Record for each Issuer in the Platinum
Pool",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,02,,
2,CUSIP Number,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,02,,
3,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,02,,
4,Pool Indicator,Character,1,,,"Identifies the Issue Type of the pool. Values are X, C or M.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,02,,
5,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing of
pool types.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,02,,
6,Issuer Number,Numeric,4,,,"A four-digit number which identifies the Issuer participating in
the Platinum Pool.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,02,,
7,Issuer Name,Character,40,,,The name of the Issuer participating in the Platinum Pool.,platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,02,,
8,Pool UPB,Numeric,16,13.2,,"The sum of the actual Unpaid Principal Balances in the
Platinum Pool for the Issuer.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,02,,
9,% of UPB in Pool,Numeric,6,3.2,,"The percentage of the Unpaid Principal Balance in the
Platinum Pool for the Issuer.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,02,,
10,WA Original Loan Size,Numeric,16,13.2,,"Weighted Average of the Original Loan Size (principal amount
of the loan) of the loans in the Platinum Pool for the Issuer.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,02,,
11,WA Interest Rate (WAC),Numeric,6,2.3,,"Weighted Average Interest Rate (Coupon) of loans in the
Platinum Pool for the Issuer. This is the gross WA Interest Rate
(not the Security Rate).",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,02,,
12,WA Remaining Months to Maturity (WARM),Numeric,3,,,"Weighted Average Remaining Maturity (remaining months to
pay off the loans) for the loans in the Platinum Pool for the
Issuer.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,02,,
13,WA Loan Age (WALA),Numeric,3,,,"Weighted Average Loan Age (age of loans in months from the
first scheduled payment date) for the loans in the Platinum
Pool for the Issuer.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,02,,
14,WA Original Loan Term (WAOLT),Numeric,3,,,"Weighted Average Original Loan Term (original term of loans
in months) for the loans in the Platinum Pool for the Issuer.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,02,,
15,WA Gross Margin (WAGM),Numeric,6,2.3,,"For ARM pools, the Weighted Average Gross Margin for the loans in the Platinum Pool for the Issuer. For an adjustable rate loan, the Gross Margin is the amount added to the ARM index for the loan to determine the loan’s interest rate.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,02,,
16,WA Loan to Value (LTV),Numeric,3,,,"Weighted Average Loan-to-Value of the original LTV for the
loans in the Platinum Pool for the Issuer.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,02,,
17,WA Combined Loan to Value (CLTV),Numeric,3,,,"Weighted Average Combined Loan-to-Value of the original
CLTV for the loans in the Platinum Pool for the Issuer.",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,02,,
18,WA Credit Score,Numeric,3,,,"The Weighted Average of the original three-digit credit score
for the loan in the Platinum Pool for the Issuer (which was
used by the lender in the origination of the loan).",platmonPS_PLATINUM PORTFOLIO ENHANCED SUPPLEMENTAL Layout V2.1 (Oct 2021 - Jul 2022).pdf,2021-10-01,2022-07-01,02,,
